Category,Vendor Name,File Name
Clothing and Apparel,THE COUNTER,6b525e9d-0a0e-462e-b12b-cc1f5b74ff7a_prompttemplate2.json
Clothing and Apparel,Taco Bell 001281,7c1bdf4b-25f8-44d6-949b-77e86ff18944_prompttemplate2.json
Clothing and Apparel,Taco Bell 002491,2b5287a5-8249-401e-8410-27f30dfb2695_prompttemplate2.json
Clothing and Apparel,WHOLE FOODS MARKET,2a1122db-bdb2-4dc4-8b62-74be9f172df4_prompttemplate2.json
Clothing and Apparel,WHOLE FOODS MARKET,2b26434e-327c-42d6-842c-d0c8bf927711_prompttemplate2.json
Clothing and Apparel,Walmart,5b8e8bcd-9f37-423a-bf56-0cac29bc6c55_prompttemplate2.json
Clothing and Apparel,Walmart,8aedc943-82c0-4909-a319-367a2a138828_prompttemplate2.json
Electronics and Appliances,KAHEKA STORE,2c726514-08fa-4642-b35b-f9a85ab828a0_prompttemplate2.json
Electronics and Appliances,KAHEKA STORE,6e2cc2b3-b147-4185-825d-25120df5bf17_prompttemplate2.json
Electronics and Appliances,KAHEKA STORE,7de0952c-9350-47a5-ba97-72ce013ef606_prompttemplate2.json
Electronics and Appliances,SELF CHECKOUT KAHEKA STORE,8f75e349-4fee-46d6-98cc-ea53c4267202_prompttemplate2.json
Electronics and Appliances,sam's club,376aaf32-f8a8-4d53-b76d-5b3c3af73a64_prompttemplate2.json
Entertainment and Leisure,Dunkin',6b4d258a-3b22-455b-ae0b-2c32dbb2347b_prompttemplate2.json
Entertainment and Leisure,Grain Exchange,4e1a8088-b14e-4bf2-8230-915aa361e774_prompttemplate2.json
Entertainment and Leisure,Halal Gyro Kabob House,7dc47e18-a003-45ad-8224-4bd488247e76_prompttemplate2.json
Entertainment and Leisure,Krispy Kreme,1f78e2ac-bae9-446a-9cef-479d1211583f_prompttemplate2.json
Entertainment and Leisure,Olive,18ac5f08-bceb-450f-9de2-85084af2fa13_prompttemplate2.json
Grocery and Supermarkets,Foodland,1c9d33a6-e58d-4465-9ecc-5aa7061adafc_prompttemplate2.json
Grocery and Supermarkets,How doers,1dfc45f4-d53e-458a-84fb-c6ab365dcaf3_prompttemplate2.json
Grocery and Supermarkets,KAHEKA STORE,5ddb1560-fd91-4bca-a4d7-e6d805db3f64_prompttemplate2.json
Grocery and Supermarkets,Longs Drugs,10c4a651-16c4-4721-99ac-a6d53e3f5656_prompttemplate2.json
Grocery and Supermarkets,McDonald's Restaurant #2331,8ea4c52e-1efa-44d5-900c-f66d6338bf57_prompttemplate2.json
Grocery and Supermarkets,Panda Express #1866,5fa96d27-d0c9-427a-b5de-fc0fd295acb0_prompttemplate2.json
Grocery and Supermarkets,Panda Express #2150,6a0740b0-4490-423f-b795-4014d7562f40_prompttemplate2.json
Grocery and Supermarkets,THE COUNTER,2f3379d0-1556-4308-bad3-164a1c9cc900_prompttemplate2.json
Grocery and Supermarkets,WHOLE FOODS MARKET,50b1e424-ec8c-4179-af9c-0f9c651d0274_prompttemplate2.json
Grocery and Supermarkets,Walmart,06eda68a-c113-423e-8cc7-156be3bab080_prompttemplate2.json
Health and Beauty,"2HI001 See's Candies, Inc",0d762245-ef71-40f3-9821-a0bf28f2d07c_prompttemplate2.json
Health and Beauty,<UNKNOWN> Drugs,1ec44c8d-fc32-464c-be2d-f2375d8cfe56_prompttemplate2.json
Health and Beauty,ABC STORES,1ddb89a7-a369-47f0-88af-5461205d1479_prompttemplate2.json
Health and Beauty,Baskin Robbins,7e5c9986-0306-4601-82a3-07f4cedf89c4_prompttemplate2.json
Health and Beauty,DRIVER LICENSE HAWAII KA,2a87cf3f-e2cb-4953-b36c-0c8678ffd458_prompttemplate2.json
Health and Beauty,Dunkin,5e02bd49-7787-40ca-9bc3-09e50891f3dc_prompttemplate2.json
Health and Beauty,Dunkin',5e8cbd2e-209d-4efb-a8ec-514077369f7f_prompttemplate2.json
Health and Beauty,Dunkin',7dd7dea3-f848-471c-98a2-197ca69600e8_prompttemplate2.json
Health and Beauty,H Mart,1a73d2f6-d21e-4915-8825-bcf11a9e78c8_prompttemplate2.json
Health and Beauty,Honolulu Intl Airport 0169,5ee7d246-c99c-4ac6-9d44-76dd6decbb56_prompttemplate2.json
Health and Beauty,KOZO SUSHI,2f4eb93a-8e56-4bef-bde2-5ca54cf88465_prompttemplate2.json
Health and Beauty,KOZO SUSHI,7b634d59-9ef6-418e-ab2d-3c8af42f7683_prompttemplate2.json
Health and Beauty,KOZO SUSHI MOILIILI,1c48d576-b2f8-4745-a1eb-fe2642c23a3f_prompttemplate2.json
Health and Beauty,LEAHI HEALTH MANOA,4931a7bf-b584-4e3c-8501-f09f838cc946_prompttemplate2.json
Health and Beauty,Longs,0ba41157-853a-4070-ad63-845b5c09de60_prompttemplate2.json
Health and Beauty,Minit,0b590849-8515-48cf-a096-dee8dc1f4693_prompttemplate2.json
Health and Beauty,Oahu,4cefb51f-eeeb-49e9-a025-27b90cde0c29_prompttemplate2.json
Health and Beauty,Oahu Honolulu Ala Moana,1a1d9284-c618-4719-a2c8-1c58c113cb99_prompttemplate2.json
Health and Beauty,PACS UN,1f107cc4-32c1-4676-a66c-635863d8a3d0_prompttemplate2.json
Health and Beauty,PHO 777,0d011a84-6f2b-4347-9b9f-cff532acc01b_prompttemplate2.json
Health and Beauty,SAFEWAY,0f808e07-eed9-4e57-b358-4aba7eb1f4ab_prompttemplate2.json
Health and Beauty,SAFEWAY,1d2716ce-d597-4d44-b44a-d2aa081ac0d1_prompttemplate2.json
Health and Beauty,SAFEWAY,4a41cadf-22b4-4829-b336-14b2e3460d58_prompttemplate2.json
Health and Beauty,SAFEWAY,4db45a8f-4bef-4770-a14e-3985edd08855_prompttemplate2.json
Health and Beauty,SAFEWAY,6bb52692-d3c2-4df1-9e8b-5120c0b97cab_prompttemplate2.json
Health and Beauty,SAFEWAY,7c68215f-b658-42de-b532-5787181af74b_prompttemplate2.json
Health and Beauty,Store,02a5d5cc-564a-496f-ae09-5ee2004978b7_prompttemplate2.json
Health and Beauty,T&C Surf Designs Ala Moana,8c2864bb-b3cf-4c27-8b33-d8a525696ee2_prompttemplate2.json
Health and Beauty,UNITED STATES POSTAL SERVICE,5a6b3462-852d-4a33-9a32-8b4236a4e4de_prompttemplate2.json
Health and Beauty,University of Hawaii - Manoa Bookstore,6fe1dcfa-dce7-4ae1-bec6-52102504ffae_prompttemplate2.json
Health and Beauty,WHOLE FOODS MARKET,4d9529ea-2a57-4d7f-a80e-cba706adbebd_prompttemplate2.json
Health and Beauty,WHOLE FOODS MARKET,6bb9c668-43e2-476e-91ce-70ebb87e3875_prompttemplate2.json
Health and Beauty,Wal-Mart,6f9eb44c-bd41-4c29-ba0e-815ec47ae842_prompttemplate2.json
Health and Beauty,Walmart,1fb6f87c-8f63-4c15-a243-5f4e96ee026f_prompttemplate2.json
Health and Beauty,Walmart,2a2b0b3f-13cf-4550-bdc4-c0b8251772ad_prompttemplate2.json
Health and Beauty,Walmart,6f1b43a8-0c3e-458d-bab8-396967648443_prompttemplate2.json
Health and Beauty,Walmart,8f271e3a-7371-498e-a009-df20fae11b1c_prompttemplate2.json
Health and Beauty,Welcome to <UNKNOWN>,0a2c0b99-8049-46da-a8a6-825de6fbd227_prompttemplate2.json
Health and Beauty,Whole Foods Market,5ef5df8f-05dc-4a45-9e06-214b3882d4d7_prompttemplate2.json
Home and Garden,COSTCO,1da1edc9-f7dd-47a3-bf76-1af0f4feecb8_prompttemplate2.json
Home and Garden,COSTCO,2d3f179b-ef1a-4486-8c20-7a9323c1c2df_prompttemplate2.json
Home and Garden,COSTCO WHOLESALE,5efb55fb-a995-4e73-bb82-05b47d0096b0_prompttemplate2.json
Home and Garden,WHOLE FOODS MARKET,6fba399b-4d30-4eae-bd6b-76e1fb695fc1_prompttemplate2.json
Home and Garden,Walmart,4dcc8de0-23a8-4367-ac8c-6216d463f1ab_prompttemplate2.json
Home and Garden,Walmart,7cb262fc-c18b-4dd8-83c4-298a2d5cf92e_prompttemplate2.json
Home and Garden,sam's club,3a33ff0f-ae62-4743-96a5-2e5e2fe26038_prompttemplate2.json
Restaurants and Food Services,BEN FRANKLIN CRAFTS #05575,05f1cacd-b517-409d-a993-aa590010c3e9_prompttemplate2.json
Restaurants and Food Services,BEN FRANKLIN CRAFTS #05614 (3),8b23d4b5-dbd4-4cf9-b9ba-b9834d07a7d7_prompttemplate2.json
